traffic_id,date_time,city,area,vehicle_count,avg_speed_kmh,accident_count,congestion_level,road_condition,visibility_m
10627.0,2024-10-21 20:24:00,London,Islington,1808.0,74.08504730795741,,Medium,Snowy,7086.0
10967.0,2024-02-09 01:59:00,London,Kensington,2055.0,20.225515149737994,3.0,Medium,Dry,1201.0
10323.0,2024-09-04 01:01:00,London,Southwark,1338.0,24.547727657283026,0.0,High,Wet,4966.0
9241.0,2024-03-15 15:23:00,,Camden,1297.0,21.08681779865275,2.0,Low,Dry,4610.0
9423.0,2024-01-03 16:05:00,London,Westminster,1238.0,72.71667949337615,5.0,Medium,Snowy,2310.0
10488.0,2024-09-23 10:55:00,London,Southwark,,21.11129414803069,0.0,4,Wet,5248.0
9024.0,2024-10-06 01:15:00,London,Greenwich,2175.0,69.53104251899885,5.0,Low,Dry,9340.0
11965.0,2024-08-07 01:04:00,London,Chelsea,2515.0,28.892484544830886,0.0,High,Wet,1159.0
9034.0,2024-07-25 02:48:00,London,Chelsea,2546.0,74.97708385712633,4.0,Low,Wet,5637.0
13303.0,2024-06-19 18:28:00,London,Kensington,2263.0,28.04987665405097,4.0,Low,Wet,4963.0
10422.0,2024-09-18 04:57:00,London,Southwark,1965.0,70.66977743040817,2.0,Medium,Damaged,3672.0
12096.0,2024-01-26 05:53:00,London,Kensington,228.0,56.86348350798191,2.0,High,Snowy,3895.0
11887.0,2024-08-19 10:46:00,London,Greenwich,797.0,79.0691503842743,4.0,Medium,Damaged,2193.0
13679.0,2024-06-14 12:44:00,London,Kensington,2538.0,54.71578378887587,,Medium,Wet,6782.0
13703.0,2024-09-21 07:16:00,London,Westminster,460.0,75.55278552747305,4.0,Medium,Snowy,4548.0
11562.0,2024-07-05 13:39:00,London,Southwark,403.0,57.48294381516441,4.0,Low,Dry,2465.0
11648.0,2024-11-11 06:03:00,London,Westminster,2750.0,39.8271180517622,0.0,Medium,Snowy,4037.0
10011.0,2024-01-13 20:21:00,London,Islington,1075.0,68.48478212190778,4.0,High,Dry,6338.0
13598.0,2024-03-22 20:36:00,London,Westminster,1587.0,57.80657139113991,2.0,Low,Damaged,2274.0
10635.0,30/09/2024 10PM,London,Chelsea,256.0,30.053917160611817,5.0,High,Damaged,5524.0
9080.0,2024-05-27 19:17:00,London,Kensington,2423.0,61.259354567332835,1.0,Medium,Snowy,6134.0
12916.0,2024-07-06 21:22:00,London,Chelsea,110.0,67.53587614602887,4.0,Low,Wet,9352.0
12870.0,2024-08-30 19:51:00,London,Southwark,616.0,30.008145491807465,1.0,Medium,Wet,3482.0
9255.0,2024-01-10 15:44:00,London,Southwark,525.0,68.79559558345433,4.0,Medium,Dry,2994.0
10593.0,INVALID_TIME_STRING,London,Chelsea,2900.0,21.54797174798006,2.0,High,Damaged,3254.0
10535.0,2024-08-28 22:06:00,London,Greenwich,2083.0,39.87213976163669,3.0,High,Damaged,
12607.0,2024-06-20 11:49:00,London,Greenwich,2480.0,26.644457090635402,2.0,Medium,Dry,5650.0
9291.0,2024-11-05 08:56:00,London,Kensington,2988.0,37.9678439689032,3.0,High,Dry,5601.0
9932.0,2024-09-06 12:56:00,London,Southwark,2184.0,23.38466514356989,1.0,Low,Wet,9426.0
9228.0,2024-06-13 23:45:00,London,Kensington,2412.0,50.52747079572421,5.0,Low,Damaged,3280.0
11228.0,2024-06-19 20:16:00,London,Islington,1398.0,31.088531502945973,1.0,Medium,Damaged,3161.0
10341.0,2024-12-08 01:17:00,London,Greenwich,1897.0,51.59617992753125,2.0,Medium,Dry,8872.0
12951.0,2024-12-01 00:06:00,London,Greenwich,2040.0,74.45846337472807,5.0,High,Damaged,2862.0
10554.0,2024-12-02 10:26:00,London,Westminster,1864.0,32.79573286587946,3.0,Medium,Damaged,6852.0
9927.0,2024-10-01 09:50:00,London,Southwark,596.0,66.17301560089575,4.0,High,Wet,8216.0
13106.0,2024-09-24 22:50:00,London,Greenwich,187.0,59.26629951420571,0.0,,Snowy,9659.0
10701.0,2024-05-15 06:26:00,London,Westminster,637.0,55.33640815186874,1.0,High,Wet,6492.0
12878.0,2024-05-31 04:23:00,London,Greenwich,231.0,69.0728142545681,3.0,High,Snowy,8430.0
,2024-09-13 10:26:00,,Islington,2480.0,30.510345687498294,5.0,High,Dry,4131.0
11457.0,2024-07-27 04:40:00,London,Westminster,428.0,22.390759478535138,4.0,High,Snowy,1411.0
13605.0,2024-08-16 08:39:00,London,Westminster,2566.0,41.66459688289493,3.0,Medium,Wet,2531.0
13506.0,2024-02-26 19:08:00,London,Kensington,1527.0,58.60504844802896,3.0,Medium,Dry,3964.0
12410.0,2024-06-18 01:52:00,London,Greenwich,1218.0,46.13971974527419,3.0,Medium,Wet,3901.0
13487.0,2024-01-24 18:35:00,London,Kensington,2358.0,41.41033132955016,3.0,Low,Snowy,2428.0
9394.0,2024-09-13 20:45:00,London,Islington,1652.0,20.72760628162945,0.0,High,Snowy,6995.0
9832.0,2024-01-08 15:19:00,,Greenwich,1752.0,66.54596507876295,0.0,High,Damaged,1596.0
13009.0,2024-05-18 13:56:00,London,Chelsea,556.0,31.321173745134452,1.0,High,Damaged,7705.0
12459.0,2024-02-08 06:04:00,London,Chelsea,1813.0,39.82887934941554,,High,Snowy,3539.0
12293.0,2024-10-15 23:05:00,London,Camden,1038.0,37.84949192355266,5.0,Low,Damaged,9452.0
12127.0,2024-04-21 13:36:00,London,Westminster,210.0,40.4690967845905,2.0,Low,Damaged,9646.0
13351.0,2024-02-18 08:42:00,London,Greenwich,1970.0,,4.0,High,Dry,4239.0
10159.0,TBD_TRAFFIC,London,Southwark,1637.0,77.11048449438587,0.0,,Snowy,7220.0
13519.0,2024-08-13 07:42:00,London,,1173.0,50.321256893569185,5.0,Low,Wet,4588.0
10033.0,2024-12-18 21:48:00,London,Westminster,1256.0,63.84947108017493,1.0,Medium,Snowy,1522.0
9725.0,2024-06-07 21:49:00,,Westminster,2993.0,54.687346021286686,3.0,4,Snowy,8376.0
9469.0,2024-11-10 07:43:00,London,Camden,2766.0,66.0414881101033,0.0,High,Wet,4043.0
9804.0,2024-12-23 17:52:00,London,Camden,1307.0,50.89887745059195,4.0,Low,Dry,1653.0
12753.0,2024-01-07 18:23:00,London,Chelsea,2063.0,62.77425546943062,0.0,Medium,Wet,8651.0
12131.0,2024-06-08 15:11:00,London,Islington,1623.0,55.58304754378464,0.0,Medium,Damaged,9112.0
11188.0,2024-03-15 11:13:00,London,Southwark,,55.71215419236913,3.0,High,Damaged,1828.0
11975.0,2024-01-31 14:32:00,London,Southwark,2968.0,44.9236763491659,5.0,Medium,Dry,4072.0
11446.0,2024-04-27 01:59:00,London,Greenwich,1673.0,37.338442803223415,3.0,Low,Snowy,6023.0
11458.0,2024-07-22 12:56:00,London,Islington,513.0,54.89734029019806,3.0,High,Snowy,2387.0
11925.0,2024-07-01 16:58:00,London,Greenwich,1831.0,33.61569484489063,4.0,Medium,Dry,8036.0
12533.0,2024-09-08 12:38:00,London,Westminster,2738.0,27.4073831170872,2.0,High,Snowy,1491.0
13221.0,2024-07-23 00:39:00,London,Southwark,231.0,58.675029847888624,3.0,Low,Wet,3227.0
12236.0,2024-05-08 22:33:00,London,Kensington,2578.0,79.92669006187063,2.0,Medium,Snowy,5844.0
12693.0,2024-08-12 13:06:00,London,Camden,235.0,64.91424011413307,3.0,Low,Dry,6641.0
13920.0,2024-12-27 07:13:00,London,Islington,902.0,53.952893724623486,3.0,High,Snowy,7987.0
12457.0,2024-09-11 00:23:00,London,Kensington,2807.0,77.86073042316283,1.0,High,Dry,
11877.0,2024-04-22 22:25:00,London,Islington,2923.0,60.5170436893619,4.0,High,Snowy,3310.0
12896.0,2024-08-26 02:12:00,London,Islington,2383.0,38.07550059461085,5.0,Low,Damaged,
13275.0,2024-02-12 05:49:00,London,Islington,176.0,22.566097986974597,3.0,Low,Damaged,9090.0
,2024-10-24 05:16:00,London,Islington,2783.0,26.673896948990524,2.0,Low,Wet,7211.0
10584.0,2024-02-08 01:28:00,London,Westminster,2927.0,64.58277435396394,4.0,High,Damaged,9513.0
9801.0,2024-07-29 03:39:00,London,Camden,1111.0,53.432648840194766,2.0,Low,,4148.0
13464.0,2024-09-28 11:04:00,London,Southwark,2102.0,34.526056890478884,2.0,Medium,Wet,3236.0
13567.0,2024-06-19 02:26:00,London,Camden,2845.0,38.01342331431205,0.0,Low,Snowy,5562.0
10426.0,2024-02-25 00:03:00,London,Kensington,1777.0,29.139865862938173,15.0,High,Damaged,5931.0
11883.0,2024-10-12 00:38:00,London,Chelsea,220.0,52.019108866092104,2.0,Low,Dry,8141.0
9107.0,2024-01-05 16:49:00,London,Camden,943.0,20.002634016455684,4.0,High,Damaged,6207.0
13161.0,2024-05-13 14:09:00,London,Chelsea,2678.0,47.232029223649114,4.0,High,Damaged,7865.0
10455.0,2024-03-21 21:41:00,London,Greenwich,290.0,70.13431000863756,3.0,High,Wet,6956.0
10282.0,2024-03-23 01:11:00,London,Greenwich,1038.0,65.87486900044404,1.0,Medium,Damaged,1263.0
13814.0,2024-08-02 02:08:00,London,Chelsea,2835.0,57.283347515535915,5.0,High,Snowy,9274.0
9765.0,2024-04-18 17:23:00,London,Greenwich,2698.0,69.74254579656554,1.0,Medium,Dry,7958.0
12318.0,2024-01-09 04:19:00,London,Westminster,2104.0,74.62500294392534,1.0,Medium,Dry,9592.0
10539.0,2024-10-12 21:21:00,London,Greenwich,980.0,79.02281842172032,3.0,Low,Wet,7476.0
11330.0,2024-11-14 09:19:00,London,Chelsea,1491.0,59.082220990188915,4.0,High,Wet,4877.0
9009.0,2024-08-28 01:35:00,London,Southwark,709.0,41.63562581110493,1.0,Medium,Snowy,5623.0
9788.0,2024-01-18 08:17:00,London,Camden,848.0,43.51242681632969,1.0,Low,Damaged,20000.0
10380.0,2024-04-14 05:27:00,London,Camden,2152.0,67.359147892448,0.0,Medium,Damaged,5339.0
13733.0,2024-02-29 05:25:00,London,Camden,790.0,21.61802906714749,1.0,Medium,Dry,
12290.0,2024-02-20 04:31:00,London,Camden,1962.0,66.97935528597964,0.0,High,Damaged,2403.0
9590.0,2024-12-02 17:40:00,London,Southwark,860.0,24.70789326883124,4.0,High,Wet,3234.0
11744.0,2024-08-30 01:48:00,London,Greenwich,2278.0,47.44747161371394,4.0,4,Snowy,7665.0
12012.0,2024-12-25 11:27:00,London,Chelsea,769.0,75.4502055493864,4.0,Medium,Damaged,9791.0
10630.0,2024-09-17 05:07:00,London,Islington,407.0,39.79131322224171,3.0,High,Damaged,8657.0
11095.0,2024-10-17 19:05:00,London,Greenwich,2375.0,30.52339330313123,3.0,Medium,Snowy,5110.0
9158.0,2024-07-22 12:00:00,London,Camden,566.0,41.172020534211505,3.0,Low,Dry,2119.0
12352.0,2024-06-06 22:54:00,London,Southwark,174.0,48.98506588949489,3.0,Low,Dry,2236.0
9719.0,2024-12-14 21:56:00,London,Camden,1463.0,70.3976866636734,3.0,High,Snowy,1098.0
9965.0,2024-06-09 16:45:00,London,Kensington,261.0,21.072346158541414,0.0,Medium,Dry,7535.0
13012.0,2024-06-14 01:01:00,London,Westminster,278.0,21.82347279857461,2.0,High,Dry,6695.0
9180.0,2024-08-30 15:50:00,London,Greenwich,1106.0,61.41149610269562,,Medium,Dry,8146.0
12269.0,2024-01-27 11:34:00,London,Southwark,211.0,58.49744350872555,2.0,Low,Wet,9471.0
12425.0,2024-08-09 03:50:00,London,Westminster,1327.0,69.68971604050074,3.0,High,Wet,1578.0
13095.0,2024-07-09 13:48:00,London,Islington,1165.0,45.97174097936118,3.0,Medium,Damaged,6805.0
11187.0,2024-10-11 19:33:00,London,Southwark,2800.0,43.621225757747695,3.0,Low,Damaged,7952.0
11419.0,22/03/2024 10AM,London,Islington,2144.0,54.61935662645491,5.0,Low,Wet,6021.0
13685.0,2024-03-16 15:05:00,London,Islington,1475.0,41.850679096545946,4.0,Low,Dry,4353.0
9498.0,2024-01-13 12:05:00,,Islington,1529.0,66.12559721236852,3.0,Low,Snowy,6041.0
10727.0,2024-10-23 05:12:00,London,Chelsea,2367.0,68.60752317164741,0.0,Medium,Dry,
9066.0,2024-06-14 23:44:00,London,Islington,2275.0,25.96081994198268,,Low,Snowy,4801.0
11898.0,2024-04-09 07:14:00,London,Islington,2322.0,47.660812069513696,0.0,Low,Damaged,9427.0
10748.0,2024-10-19 03:53:00,London,Islington,1366.0,60.27469331907349,1.0,Medium,Damaged,8146.0
11843.0,2024-07-10 09:55:00,London,Westminster,2265.0,21.219031022140335,3.0,Medium,Damaged,6124.0
13421.0,2024-03-10 09:40:00,London,Kensington,2723.0,24.577356863447562,5.0,Low,Dry,1329.0
13029.0,2024-11-25 07:56:00,London,Camden,1622.0,78.34621024680965,0.0,High,Wet,8689.0
10003.0,2024-04-30 05:02:00,London,Southwark,1465.0,63.60250045232237,5.0,Low,Dry,1449.0
9030.0,2024-09-29 03:28:00,London,Greenwich,1947.0,53.12931381581964,3.0,Medium,Damaged,7584.0
10096.0,2024-06-22 22:11:00,London,Greenwich,1349.0,60.869368896102706,3.0,High,Snowy,6038.0
13483.0,2024-12-15 16:45:00,London,Westminster,819.0,76.50453838458634,3.0,Medium,Dry,2118.0
13264.0,05/07/2024 07PM,London,Chelsea,1410.0,79.7829940295956,1.0,High,Dry,6433.0
12911.0,2024-02-07 14:26:00,London,Greenwich,2675.0,38.76307541778462,3.0,Medium,Wet,1731.0
10946.0,2024-09-23 10:47:00,London,Camden,1839.0,30.71620372854316,5.0,Low,Wet,2895.0
13145.0,2024-10-30 22:39:00,London,Islington,1251.0,70.11452501737341,0.0,4,Damaged,2554.0
9590.0,2024-12-02 17:40:00,London,Southwark,860.0,24.70789326883124,4.0,High,Wet,3234.0
13175.0,2024-02-12 10:43:00,London,Westminster,2809.0,41.17132506746308,0.0,Medium,Dry,9269.0
10698.0,2024-12-07 22:36:00,London,Chelsea,677.0,73.6658359177054,2.0,Low,Wet,3674.0
,2024-05-19 06:03:00,London,Westminster,688.0,44.01067316801616,3.0,High,Snowy,1414.0
9539.0,2024-02-20 04:41:00,London,Islington,586.0,57.09096112320332,1.0,Medium,Dry,1225.0
13764.0,2024-05-05 04:23:00,,Camden,2189.0,32.05596614667871,4.0,High,Wet,6042.0
12822.0,2024-09-22 10:15:00,London,Islington,1277.0,25.613368057460377,4.0,Low,Snowy,7488.0
13532.0,21/11/2024 06PM,London,Chelsea,332.0,38.55029445426445,2.0,Low,Damaged,6401.0
13819.0,2024-10-03 02:27:00,London,Islington,295.0,57.13881524339051,2.0,Medium,Snowy,9909.0
,2024-03-16 16:19:00,London,Islington,2443.0,32.76742340020557,5.0,High,Snowy,
12003.0,2024-12-20 15:12:00,London,Greenwich,1526.0,28.455950515231418,1.0,High,Wet,3153.0
9587.0,2024-04-13 04:18:00,London,Islington,632.0,64.89756680151291,0.0,Low,Snowy,2911.0
9152.0,2024-10-30 08:50:00,London,Greenwich,972.0,75.25280236393593,5.0,Low,Damaged,5945.0
9722.0,2024-02-24 04:56:00,,Greenwich,1785.0,42.69611420358228,2.0,High,Dry,5522.0
13258.0,2024-06-03 18:06:00,London,Westminster,1010.0,28.30686981221272,1.0,,Snowy,8043.0
13830.0,2024-06-13 14:10:00,London,Camden,768.0,37.80058885764069,4.0,Medium,,9601.0
10933.0,TBD_TRAFFIC,London,Chelsea,759.0,51.8753982356604,2.0,High,Snowy,5398.0
12358.0,2024-06-24 12:51:00,London,Westminster,2917.0,73.17548135823827,3.0,High,Dry,4884.0
13485.0,2024-01-15 05:16:00,London,Islington,2948.0,43.995561118282595,1.0,Low,Snowy,6772.0
11281.0,INVALID_TIME_STRING,London,Camden,2925.0,36.10352487516825,3.0,Medium,Dry,9950.0
9081.0,2024-10-06 07:44:00,London,Kensington,687.0,29.818204228758976,2.0,Low,Damaged,1950.0
13832.0,2024-11-22 04:21:00,London,Greenwich,2092.0,56.695436447633604,0.0,Medium,Dry,8766.0
12493.0,2024-01-19 22:44:00,London,Chelsea,,76.96419739245404,1.0,Low,Wet,2485.0
10175.0,2024-03-10 04:16:00,London,Kensington,2564.0,35.50807085928554,1.0,Low,Wet,4892.0
9878.0,2024-03-18 13:32:00,London,Southwark,136.0,47.31250994133945,5.0,Medium,Snowy,2802.0
9492.0,2024-04-13 13:59:00,London,Kensington,1488.0,54.04777485585325,0.0,High,Snowy,9359.0
9240.0,2024-06-30 13:31:00,London,Camden,1055.0,65.81863239800404,2.0,Medium,Damaged,9178.0
13728.0,2024-03-21 04:51:00,London,Camden,781.0,73.23196983018418,2.0,Medium,Snowy,9843.0
,2024-02-01 17:18:00,London,,2584.0,,4.0,High,Dry,7891.0
11657.0,2024-10-25 14:51:00,London,Islington,2315.0,22.683312461820222,5.0,Low,Damaged,6936.0
11499.0,,London,Camden,457.0,30.2449114271694,4.0,Medium,Damaged,7377.0
13241.0,2024-10-20 12:44:00,London,Chelsea,1001.0,22.52694811678649,5.0,Low,Damaged,7261.0
13266.0,2024-06-11 13:20:00,London,Camden,2707.0,27.978673706319793,4.0,Medium,Damaged,3310.0
,TBD_TRAFFIC,London,Chelsea,660.0,65.81198681744416,5.0,Medium,Damaged,7598.0
9813.0,2024-10-13 12:09:00,London,Chelsea,2155.0,43.8430519989422,3.0,Medium,Dry,7857.0
11101.0,2024-01-04 10:30:00,London,Westminster,1471.0,47.236009167891005,1.0,Medium,Dry,9717.0
9169.0,2024-06-09 07:25:00,London,Camden,1967.0,26.80215862988765,3.0,High,Snowy,7344.0
11975.0,2024-01-31 14:32:00,London,Southwark,2968.0,44.9236763491659,5.0,Medium,Dry,4072.0
10184.0,2024-06-05 20:54:00,London,Greenwich,2654.0,36.651236914279785,,Medium,Snowy,2069.0
12135.0,2024-09-14 06:40:00,London,Chelsea,1839.0,24.25607244731875,5.0,Medium,Snowy,1387.0
13160.0,2024-08-01 04:48:00,London,Chelsea,1879.0,51.56140936897707,2.0,High,Damaged,8160.0
13916.0,2024-11-03 13:48:00,London,Kensington,2139.0,30.41659784166641,1.0,High,,5214.0
9374.0,2024-05-20 08:36:00,London,Islington,1820.0,48.08190834083553,4.0,Low,Wet,2082.0
13114.0,2024-04-18 17:40:00,London,Islington,836.0,25.114009292256256,5.0,Medium,Dry,3142.0
11727.0,2024-02-01 20:36:00,London,Chelsea,2349.0,,1.0,High,Snowy,3272.0
10648.0,2024-06-10 00:21:00,London,Southwark,,54.38164577175563,0.0,Medium,Dry,4181.0
9995.0,2024-01-16 01:04:00,London,,879.0,48.896593735116454,4.0,Medium,Dry,4329.0
10232.0,2024-11-11 18:25:00,London,Southwark,1852.0,60.02764275997245,1.0,Low,Snowy,5367.0
13237.0,2024-12-09 07:08:00,London,Islington,1817.0,53.01495230908125,0.0,Medium,Wet,5224.0
11116.0,2024-06-19 04:37:00,London,Westminster,152.0,70.33365353277992,4.0,Low,Wet,4091.0
11222.0,2024-04-16 15:44:00,London,Islington,792.0,40.705430747224256,3.0,Medium,Wet,9520.0
11779.0,2024-03-17 08:59:00,London,Greenwich,1600.0,69.65133053791725,0.0,Low,Snowy,9871.0
